Column1;audienceRating;Genre;criticRating;timeMin;grossMillions;Movie;Vote;Budget;Year;Profit
4484;61;Crime;39;92;3805;Jigsaw;16235;25401;2017;-21596
580;56;Comedy;53;96;3795;40 jours et 40 nuits;64801;966;2002;2829
2331;44;Comedy;41;96;3793;First Sunday;8347;18126;2008;-14333
1331;59;Adventure;51;118;3792;Les frères Grimm;104608;11949;2005;-8157
3035;44;Action;22;107;3792;Big Mamma: de père en fils;21716;13808;2011;-10016
49;60;Comedy;49;93;3788;Endiablé;86808;3249;2000;539
3695;71;Adventure;76;115;3788;Wild;100545;9386;2014;-5598
932;54;Comedy;44;95;3779;Président par accident;15823;10424;2003;-6645
2257;73;Drama;57;114;3777;Le secret de Lily Owens;21373;23209;2008;-19432
1103;61;Action;64;106;3776;Capitaine Sky et le monde de demain;75842;52;2004;3724
108;55;Drama;24;103;3775;Un automne à New York;21761;3612;2000;163
3460;72;Drama;58;121;3774;Un été à Osage County;74185;20776;2013;-17002
3456;76;Biography;77;98;3771;Philomena;83615;7433;2013;-3662
2918;54;Fantasy;29;100;3766;Le chaperon rouge;97202;7027;2011;-3261
1547;82;Drama;98;118;3763;Le labyrinthe de Pan;519666;18826;2006;-15063
1801;68;Drama;52;101;3763;La nativité;8786;5717;2006;-1954
2859;67;Action;53;109;3752;Time Out;327593;22792;2011;-19040
3156;59;Action;42;105;3752;Abraham Lincoln: Chasseur de vampires;136249;14387;2012;-10635
1149;60;Comedy;38;119;3749;Fashion maman;32632;8122;2004;-4373
2387;74;Biography;74;134;3749;Invictus;133566;7393;2009;-3644
2722;53;Comedy;34;104;3749;Le plan B;43588;16014;2010;-12265
1693;62;Comedy;39;115;3744;Man of the Year;29239;12960;2006;-9216
3980;71;Drama;33;123;3743;Chemins croisés;62482;1296;2015;2447
2875;70;Adventure;57;104;3741;Paul;207196;3631;2011;110
1733;53;Animation;47;82;3738;The Wild;20540;25695;2006;-21957
2911;66;Biography;59;137;3731;J. Edgar;109929;21222;2011;-17491
613;34;Comedy;27;93;3719;Crossroads;35463;28225;2002;-24506
83;60;Comedy;46;103;3717;28 jours en sursis;37419;17993;2000;-14276
3245;58;Comedy;50;95;3713;Maman, j'ai raté ma vie;32277;27546;2012;-23833
2897;63;Comedy;39;112;3708;Échange standard;145363;21341;2011;-17633
77;64;Comedy;60;128;3705;Au nom d'Anna;46478;22078;2000;-18373
2933;61;Action;49;83;3705;30 minutes maximum;83097;13202;2011;-9497
2394;71;Crime;64;127;3702;Jeux de pouvoir;119739;25125;2009;-21423
688;52;Action;40;94;3699;Top chronos;12028;7537;2002;-3838
3186;56;Comedy;31;116;3693;Crazy Dad;76794;19539;2012;-15846
895;61;Comedy;33;92;3692;Filles de bonne famille;31116;8930;2003;-5238
3441;63;Comedy;42;111;3692;Malavita;96379;5785;2013;-2093
816;73;Comedy;61;116;3691;Les associés;112778;5295;2003;-1604
1592;66;Action;63;102;3688;16 blocs;117469;11071;2006;-7383
4312;63;Action;51;107;3687;La Résurrection du Christ;19570;29259;2016;-25572
327;66;Action;58;98;3685;Le baiser mortel du dragon;55818;15870;2001;-12185
2487;67;Biography;60;122;3684;Notorious B.I.G.;35364;9159;2009;-5475
1901;58;Comedy;46;116;3679;Les femmes de ses rêves;76538;16744;2007;-13065
1930;68;Crime;56;122;3679;À vif;53284;15433;2007;-11754
116;57;Drama;52;106;3678;Un amour infini;18451;23796;2000;-20118
2934;64;Action;45;108;3667;Colombiana;81953;15565;2011;-11898
2728;35;Comedy;18;82;3666;Mords-moi sans hésitation;41437;16429;2010;-12763
1146;44;Action;27;97;3661;New York Taxi;35452;3956;2004;-295
1924;75;Biography;64;123;3661;Écrire pour exister;57572;6013;2007;-2352
3758;70;Biography;56;124;3645;Million Dollar Arm;38832;19113;2014;-15468
4162;75;Adventure;77;106;3640;Le Livre de la jungle;214951;3901;2016;-261
2873;61;Action;33;110;3639;Sucker Punch;209453;19560;2011;-15921
1475;55;Comedy;53;105;3635;Beauty Shop;14390;13224;2005;-9589
1595;65;Comedy;47;93;3632;Admis à tous prix;111469;19507;2006;-15875
2120;64;Action;43;105;3632;Course à la mort;177976;6270;2008;-2638
1662;61;Action;49;108;3628;The Sentinel;44194;23448;2006;-19820
4164;74;Comedy;70;116;3626;The Nice Guys;201428;19400;2016;-15774
4455;62;Action;45;112;3625;American Assassin;29261;4238;2017;-613
152;48;Comedy;33;94;3605;Raccroche!;10701;300;2000;3305
1368;66;Crime;40;108;3602;Dérapage;65520;6227;2005;-2625
857;58;Comedy;41;105;3599;Ce dont rêvent les filles;51789;67;2003;3532
360;75;Crime;86;130;3593;In the Bedroom;33939;7407;2001;-3814
2483;56;Adventure;36;92;3592;La panthère rose 2;36295;10530;2009;-6938
3651;77;Biography;72;123;3589;Une merveilleuse histoire du temps;316436;12268;2014;-8679
1297;69;Action;50;136;3582;The Island;277605;23961;2005;-20379
4240;60;Horror;42;97;3579;The Boy;57541;19820;2016;-16241
874;56;Action;31;88;3576;National Security;41705;11302;2003;-7726
3211;68;Drama;58;111;3576;Une nouvelle chance;52261;16409;2012;-12833
577;65;Drama;52;119;3575;La prophétie des ombres;67659;26156;2002;-22581
2109;78;Biography;63;141;3574;L'échange;211652;1592;2008;1982
860;56;Horror;36;104;3567;Jeepers creepers 2 - le chant du diable;50514;25826;2003;-22259
1587;67;Action;45;109;3566;Mi$e à prix;126573;14529;2006;-10963
2670;63;Crime;61;105;3561;The American;83620;12136;2010;-8575
2972;61;Comedy;41;98;3561;Il n'est jamais trop tard;54231;8920;2011;-5359
1551;79;Drama;84;109;3555;Les fils de l'homme;396411;8249;2006;-4694
4208;60;Comedy;21;102;3554;Dirty Papy;85553;15219;2016;-11665
1419;58;Comedy;46;94;3542;The Ringer;32461;20472;2005;-16930
4035;47;Mystery;30;91;3539;Un voisin trop parfait;31596;15526;2015;-11987
1958;54;Horror;34;90;3537;Les messagers;35231;26563;2007;-23026
3168;57;Action;36;102;3535;Voisins du troisième type;110413;146;2012;3389
833;63;Comedy;71;100;3533;Intolérable cruauté;81422;11133;2003;-7600
3180;70;Animation;74;87;3529;Frankenweenie;82233;15912;2012;-12383
123;36;Comedy;27;90;3527;Les Pierrafeu à Rock Vegas;17068;14467;2000;-10940
3423;59;Drama;53;100;3527;Carrie, la vengeance;117232;17614;2013;-14087
586;67;Drama;58;138;3517;K-19: Le piège des profondeurs;52527;11722;2002;-8205
2204;59;Animation;35;98;3516;Star Wars: The Clone Wars;46416;2067;2008;1449
1744;49;Comedy;28;93;3509;Voisin contre voisin;18501;412;2006;3097
3993;58;Adventure;36;111;3509;Pan;50710;1380;2015;2129
566;55;Comedy;29;104;3508;Une nana au poil;80152;759;2002;2749
3216;65;Drama;43;99;3507;Sexy Dance 4: Miami Heat;48754;11474;2012;-7967
2844;78;Crime;78;100;3506;Drive;480567;3555;2011;-49
2647;68;Action;63;115;3505;Green Zone;117059;15900;2010;-12395
2963;63;Adventure;61;90;3503;Le Joyeux Noël d'Harold et Kumar;59061;1009;2011;2494
100;56;Action;24;106;3501;The skulls: société secrète;28323;7632;2000;-4131
2864;77;Comedy;72;100;3501;50/50;287740;20448;2011;-16947
1897;56;Comedy;19;96;3493;Charlie, les filles lui disent merci;78060;7645;2007;-4152
4215;52;Action;33;112;3491;La 5ème vague;78810;2134;2016;1357
1720;67;Drama;55;118;3474;Dance with Me;22885;1954;2006;1520
1337;66;Action;44;113;3464;Otage;98174;2728;2005;736
74;73;Drama;67;145;3459;Treize jours;48119;3367;2000;92
3976;71;Biography;55;123;3453;Seul contre tous;66505;3710;2015;-257
3061;70;Drama;42;129;3452;Courageous;16559;9886;2011;-6434
4010;51;Action;31;87;3451;Hot Pursuit;41027;21938;2015;-18487
815;73;Biography;74;109;3447;Monster;115687;15932;2003;-12485
4467;71;Action;55;113;3439;The Foreigner;22548;25015;2017;-21576
4193;62;Action;42;121;3434;Inferno;116209;6244;2016;-2810
929;51;Comedy;43;86;3431;Le rappeur de Malibu;16875;4168;2003;-737
3723;66;Comedy;44;103;3429;C'est ici que l'on se quitte;60585;26843;2014;-23414
881;60;Action;40;94;3424;Traqué;38200;25925;2003;-22501
2111;76;Drama;58;124;3419;The Reader;204698;14305;2008;-10886
1589;56;Action;58;105;3402;Des serpents dans l'avion;121015;5839;2006;-2437
3982;65;Comedy;56;101;3402;DUFF: Le faire-valoir;62002;26480;2015;-23078
1067;73;Drama;65;104;3399;Closer: entre adultes consentants;179394;22970;2004;-19571
2489;48;Comedy;17;99;3386;All About Steve;35180;4254;2009;-868
865;58;Comedy;62;118;3383;Deux en un;46822;22035;2003;-18652
98;68;Comedy;30;120;3377;Où le coeur nous mène;28730;17911;2000;-14534
835;55;Drama;35;136;3372;Dreamcatcher, l'attrape-rêves;80806;17411;2003;-14039
1085;65;Action;33;124;3368;The Punisher;134503;10097;2004;-6729
2797;42;Comedy;30;87;3364;Marmaduke;12254;7645;2010;-4281
3730;60;Crime;55;111;3363;The Gambler;54778;25331;2014;-21968
3433;56;Action;25;96;3362;R.I.P.D. Brigade fantôme;100505;1690;2013;1672
1323;75;Drama;82;129;3358;The Constant Gardener;118716;18327;2005;-14969
2650;62;Horror;44;80;3358;Devil;113862;28365;2010;-25007
42;72;Drama;40;123;3352;Un monde meilleur;102441;15445;2000;-12093
2171;58;Comedy;47;91;3347;Semi-Pro;70891;3484;2008;-137
2269;66;Drama;28;122;3346;Fireproof;18436;9138;2008;-5792
3340;51;Documentary;28;87;3345;2016: Obama's America;9439;27494;2012;-24149
361;48;Adventure;32;95;3342;Le chevalier black;33179;26856;2001;-23514
2147;75;Drama;68;104;3342;Doute;106929;21776;2008;-18434
4401;76;Action;73;133;3342;Spider-Man: Homecoming;252420;14945;2017;-11603
4461;55;Action;21;109;3342;Geostorm;25949;26059;2017;-22717
3403;73;Drama;78;98;3341;Blue Jasmine;166550;28942;2013;-25601
2475;49;Horror;35;105;3339;Halloween II;39996;12343;2009;-9004
4367;57;Action;41;104;3337;Monster Cars;10342;16429;2016;-13092
444;54;Action;24;94;3336;Spot;7869;9656;2001;-6320
2453;65;Comedy;66;108;3331;The Informant!;55920;28014;2009;-24683
4007;73;Biography;51;109;3331;La femme au tableau;43040;9600;2015;-6269
259;83;Comedy;69;122;3323;Le fabuleux destin d'Amélie Poulain;595449;26027;2001;-22704
1928;70;Biography;74;110;3323;Agent double;53977;7496;2007;-4173
596;54;Action;35;97;3311;Espion et demi;44179;25711;2002;-22400
1830;77;Crime;78;157;3308;Zodiac;350249;7410;2007;-4102
4051;66;Comedy;51;122;3308;Indian Palace: Suite royale;26320;14802;2015;-11494
2936;60;Drama;38;114;3305;Le rite;81107;29639;2011;-26334
2982;57;Comedy;36;110;3304;Arthur, un amour de milliardaire;47310;6982;2011;-3678
96;49;Action;26;99;3302;Dracula 2001;28919;20454;2000;-17152
647;58;Comedy;35;85;3298;Friday After Next;21550;16704;2002;-13406
1381;65;Comedy;60;130;3288;In Her Shoes;54546;16950;2005;-13662
1462;58;Comedy;65;113;3287;Bad News Bears;18376;19539;2005;-16252
2197;57;Comedy;41;110;3285;Drillbit Taylor, garde du corps;52944;26400;2008;-23115
1955;53;Comedy;38;90;3284;Balles de feu;37449;16046;2007;-12762
1080;72;Action;64;98;3277;Team america, police du monde;144003;4185;2004;-908
2669;65;Drama;56;129;3275;Au-delà;83845;17011;2010;-13736
2431;66;Horror;42;110;3272;La dernière maison sur la gauche;73926;13329;2009;-10057
1106;62;Crime;38;103;3268;Taking lives - destins violés;69910;26019;2004;-22751
2708;56;Comedy;25;91;3267;C'était à Rome;54324;28017;2010;-24750
122;69;Comedy;54;115;3266;Droit au coeur;17319;1776;2000;1490
1502;64;Comedy;54;106;3265;Winn-Dixie mon meilleur ami;9077;16205;2005;-12940
356;45;Action;29;116;3262;Driven;36001;19646;2001;-16384
1344;62;Comedy;47;96;3262;Just Friends;89486;24144;2005;-20882
512;85;Biography;85;150;3257;Le pianiste;568314;4740;2002;-1483
902;50;Horror;23;86;3255;Nuits de terreur;27459;6362;2003;-3107
558;67;Comedy;66;112;3254;Joue-la comme Beckham;95146;15028;2002;-11774
14;79;Adventure;90;122;3253;Presque célèbre;222109;16788;2000;-13535
4150;61;Action;40;123;3251;Suicide Squad;454131;5399;2016;-2148
3732;56;Drama;59;83;3248;Unfriended;54107;27395;2014;-24147
3774;50;Horror;42;84;3246;Paranormal Activity: The Marked Ones;34695;6825;2014;-3579
4304;56;Comedy;18;118;3246;Joyeuse Fête des Mères;23404;28992;2016;-25746
2398;62;Comedy;54;94;3242;Les chèvres du Pentagone;115534;2661;2009;581
2349;77;Comedy;76;95;3239;500 jours ensemble;412641;25027;2009;-21788
3645;79;Crime;76;118;3238;Night Call;355185;14055;2014;-10817
2629;67;Comedy;55;112;3237;Love, et autres drogues;156403;13452;2010;-10215
3973;66;Comedy;38;104;3236;Entourage;67100;7518;2015;-4282
1171;46;Action;40;97;3224;Anacondas - À la poursuite de l'orchidée de sang;24199;27033;2004;-23809
2208;38;Comedy;24;87;3224;Love Gourou;45270;13763;2008;-10539
3406;71;Crime;75;106;3217;Effets secondaires;159118;11174;2013;-7957
4463;56;Comedy;37;91;3215;Combat de profs;25518;13325;2017;-10110
314;64;Animation;49;106;3213;Final Fantasy: Les créatures de l'esprit;75815;16720;2001;-13507
569;59;Comedy;37;96;3212;Mafia blues 2 - La rechute!;74039;10320;2002;-7108
1390;50;Action;35;121;3212;Furtif;47416;22575;2005;-19363
4533;59;Comedy;54;115;3209;How to Be a Latin Lover;7524;1112;2017;2097
1334;53;Horror;41;108;3206;La maison de cire;101429;13468;2005;-10262
1954;62;Comedy;48;93;3206;Le merveilleux magasin de Mr. Magorium;37879;29032;2007;-25826
3486;35;Comedy;11;86;3202;Scary Movie 5;55009;25261;2013;-22059
2136;72;Comedy;59;112;3197;Un jour, peut-être...;136416;2835;2008;362
4242;74;Crime;69;133;3189;Traque à Boston;56542;18852;2016;-15663
593;61;Crime;50;115;3187;Calculs meurtriers;46595;18048;2002;-14861
2928;69;Adventure;46;129;3185;Extrêmement fort et incroyablement près;88323;26327;2011;-23142
2134;76;Biography;84;128;3184;Harvey Milk;146819;7350;2008;-4166
2408;61;Action;36;111;3181;Push;96014;27258;2009;-24077
2396;71;Animation;60;79;3174;Numéro 9;118827;46;2009;3128
1402;61;Comedy;32;90;3173;L'escorte;41978;7188;2005;-4015
2135;61;Action;51;104;3172;Le transporteur 3;137879;24183;2008;-21011
2091;62;Action;65;122;3171;Indiana Jones et le royaume du crâne de cristal;362598;1214;2008;1957
2185;60;Horror;53;89;3169;En quarantaine;61652;9713;2008;-6544
2470;67;Biography;61;117;3167;Le soliste;46196;27533;2009;-24366
1889;75;Drama;38;114;3166;August Rush;93964;4890;2007;-1724
3199;56;Drama;31;101;3161;La maison au bout de la rue;62792;6277;2012;-3116
2651;64;Comedy;46;104;3158;Trop belle!;108494;15281;2010;-12123
1612;76;Drama;90;111;3157;Vol 93;88386;12523;2006;-9366
3921;68;Action;41;120;3157;Chappie;198068;17710;2015;-14553
1306;75;Crime;81;96;3149;A History of Violence;200568;20323;2005;-17174
2164;67;Comedy;64;90;3149;Une nuit à New York;79615;10461;2008;-7312
2601;75;Action;69;112;3149;Scott Pilgrim;306397;16863;2010;-13714
2130;66;Comedy;56;101;3146;Zack et Miri font un porno;157856;26019;2008;-22873
2203;54;Horror;36;98;3142;The Eye;46780;15376;2008;-12234
316;71;Drama;69;111;3125;À l'ombre de la haine;75223;4797;2001;-1672
831;55;Action;48;135;3119;Fusion;81860;27707;2003;-24588
1259;44;Comedy;29;97;3118;Johnson Family Vacation;6355;21773;2004;-18655
2703;69;Drama;65;113;3118;L'affaire Rachel Singer;58471;28981;2010;-25863
3424;59;Action;33;130;3117;The Mortal Instruments: la cité des ténèbres;115450;22778;2013;-19661
339;63;Comedy;29;93;3116;How High;46285;18858;2001;-15742
2710;65;Drama;37;99;3116;Le secret de Charlie;51330;24927;2010;-21811
4212;54;Action;25;127;3115;Gods of Egypt;80648;3041;2016;74
3949;65;Drama;66;119;3106;Crimson Peak;105363;9921;2015;-6815
918;69;Comedy;60;108;3104;Calendar Girls;20687;13297;2003;-10193
2697;65;Comedy;57;107;3101;Morning Glory;63098;18147;2010;-15046
1406;51;Biography;45;117;3098;Réussir ou mourir;39040;10785;2005;-7687
4234;68;Drama;23;97;3098;Beauté cachée;62004;27422;2016;-24324
4473;59;Action;44;95;3072;Kidnap;19827;8808;2017;-5736
2158;62;Horror;35;110;3069;Mirrors;92399;14356;2008;-11287
3470;64;Comedy;44;105;3066;Delivery Man;65882;20119;2013;-17053
3669;73;Adventure;68;114;3064;#Chef;158905;21869;2014;-18805
867;57;Adventure;63;79;3061;Open water - En eaux profondes;45456;20132;2003;-17071
1799;80;Documentary;86;101;3058;Délivrez-nous du mal;8911;11642;2006;-8584
3725;62;Horror;40;118;3058;Délivre-nous du mal;59480;28729;2014;-25671
2962;57;Comedy;39;81;3054;Baby-sitter malgré lui;63263;14395;2011;-11341
3839;69;Biography;71;139;3051;Get on Up;17530;26436;2014;-23385
627;41;Comedy;19;94;3035;Halloween: Résurrection;29706;13071;2002;-10036
4249;58;Action;23;91;3035;Underworld: Blood Wars;52859;25542;2016;-22507
4488;64;Action;48;112;3035;La montagne entre nous;15377;14010;2017;-10975
591;53;Drama;30;101;3034;La reine des damnés;46769;23213;2002;-20179
2;83;Comedy;55;104;3033;Snatch - Tu braques ou tu raques;663244;7762;2000;-4729
680;56;Comedy;48;98;3031;Sex fans des sixties;13122;21728;2002;-18697
3104;79;Adventure;58;169;3030;Le Hobbit: Un voyage inattendu;685881;11536;2012;-8506
985;55;Comedy;53;123;3024;The Fighting Temptations;6087;4800;2003;-1776
1935;76;Biography;65;126;3023;The Great Debaters;50722;19561;2007;-16538
4416;66;Horror;54;104;3023;Life: Origine inconnue;138554;11906;2017;-8883
880;53;Drama;37;94;3022;Honey;39158;21703;2003;-18681
101;57;Action;30;117;3021;L'art de la guerre;26355;12169;2000;-9148
2736;54;Comedy;46;121;3021;Comment savoir;37953;29182;2010;-26161
381;65;Biography;43;132;3017;Écarts de conduite;24085;13543;2001;-10526
598;56;Action;37;116;3016;Bad Company;41548;2284;2002;732
3874;67;Drama;41;115;3013;When the Game Stands Tall;13763;8756;2014;-5743
565;55;Horror;28;91;3011;Le vaisseau de l'angoisse;81307;20188;2002;-17177
2323;45;Animation;36;81;3011;Les chimpanzés de l'espace;9500;5147;2008;-2136
4200;63;Comedy;72;106;3008;Ave, César!;97080;28063;2016;-25055
289;69;Comedy;51;104;3006;Jay & Bob contre-attaquent;135124;19773;2001;-16767
616;61;Drama;25;104;3006;Apparitions;33364;28636;2002;-25630
2127;73;Crime;69;111;3003;Braquage à l'anglaise;159944;2311;2008;692
2925;64;Biography;54;105;3002;La dame de fer;89880;20086;2011;-17084
890;53;Action;47;116;3001;Hollywood Homicide;32763;13807;2003;-10806
3491;64;Comedy;35;113;2981;Match retour;50664;24831;2013;-21850
2504;48;Comedy;27;103;2958;Où sont passés les Morgan?;31949;13060;2009;-10102
1423;36;Horror;27;100;2951;Fog;31201;24109;2005;-21158
4075;63;Adventure;51;104;2947;Randonneurs amateurs;19146;22817;2015;-19870
141;51;Crime;17;107;2937;L'élue;12758;19216;2000;-16279
1169;46;Comedy;33;89;2933;Journal intime d'une future star;24739;19837;2004;-16904
2342;83;Animation;88;96;2930;Là-haut;755420;16948;2009;-14018
1356;61;Action;67;101;2926;Zathura - Une aventure spatiale;75434;1781;2005;1145
3142;55;Adventure;52;115;2923;Twilight: Chapitre 5 - Révélation, 2e partie;199568;23698;2012;-20775
1827;75;Adventure;71;138;2920;Harry Potter et l'ordre du Phénix;403273;24675;2007;-21755
2915;57;Action;41;87;2914;Priest;102951;4987;2011;-2073
2900;66;Action;49;93;2912;Le flingueur;132931;6931;2011;-4019
4525;72;Action;58;119;2911;Jumanji: Bienvenue dans la jungle;8852;12882;2017;-9971
1399;70;Drama;53;135;2908;Rent;44055;10763;2005;-7855
2519;56;Crime;33;101;2906;Le beau-père;25566;29325;2009;-26419
622;59;Comedy;24;88;2897;Le nouveau;30233;9698;2002;-6801
106;53;Crime;22;97;2893;The Watcher;23280;14063;2000;-11170
3548;41;Documentary;49;92;2887;One Direction: This Is Us;22605;15073;2013;-12186
4250;47;Comedy;34;101;2885;Zoolander 2;52660;2930;2016;-45
3179;62;Comedy;62;124;2884;5 ans de réflexion;83547;28613;2012;-25729
3749;68;Drama;54;110;2883;Le Pari: Draft Day;44255;20769;2014;-17886
3998;53;Action;34;114;2878;Point Break;48031;21974;2015;-19096
1329;74;Biography;88;114;2875;Truman Capote;109336;5357;2005;-2482
432;64;Crime;55;130;2873;Baby Boy;10662;21010;2001;-18137
2213;62;Crime;32;101;2869;Intraçable;43135;7876;2008;-5007
1841;70;Drama;78;100;2864;28 semaines plus tard;228122;29575;2007;-26711
2141;72;Action;58;137;2864;Les insurgés;124335;21390;2008;-18526
2435;64;Drama;43;87;2857;Les intrus;67458;18994;2009;-16137
665;50;Drama;29;85;2856;Swimfan - La fille de la piscine;17201;29317;2002;-26461
1902;69;Crime;59;117;2856;La nuit nous appartient;76205;20833;2007;-17977
1869;73;Crime;45;120;2848;Mr. Brooks;130785;18867;2007;-16019
1670;55;Comedy;36;103;2844;Employés modèles;39593;96;2006;2748
1687;50;Animation;37;82;2843;Garfield 2;31256;19618;2006;-16775
1141;63;Action;38;97;2833;Coup d'éclat;40375;12752;2004;-9919
1147;59;Comedy;47;111;2817;Le Prince et Moi;34121;16514;2004;-13697
1686;59;Animation;59;88;2814;Lucas, fourmi malgré lui;32303;15663;2006;-12849
2953;51;Action;25;106;2809;Identité secrète;68831;13019;2011;-10210
808;61;Action;51;88;2808;Johnny English;122514;25140;2003;-22332
1339;52;Action;34;105;2803;Doom;93145;8133;2005;-5330
2954;56;Drama;40;86;2787;Sortilège;68829;12949;2011;-10162
4169;75;Drama;99;111;2785;Moonlight;172411;6323;2016;-3538
1570;70;Action;57;88;2783;Hyper tension;210329;18123;2006;-15340
336;69;Drama;27;152;2781;The Majestic;47501;10278;2001;-7497
4445;71;Comedy;78;118;2778;Logan Lucky;46496;911;2017;1867
4457;45;Drama;25;102;2778;Le Cercle: Rings;27120;4029;2017;-1251
2668;61;Comedy;52;101;2776;Une famille très moderne;84801;12678;2010;-9902
4022;53;Horror;32;97;2774;Sinister 2;35022;3275;2015;-501
1890;62;Crime;35;121;2767;Hannibal Lecter - Les origines du mal;92570;251;2007;2516
2416;60;Horror;30;90;2767;Saw VI;85512;29639;2009;-26872
4256;68;Action;58;117;2755;The Finest Hours;49150;8276;2016;-5521
502;64;Comedy;50;106;2746;The Brothers;3515;13636;2001;-10890
128;72;Drama;70;124;2744;Love & Basketball;15604;865;2000;1879
3965;60;Action;34;106;2737;Le dernier chasseur de sorcières;76598;28424;2015;-25687
4275;69;Biography;71;111;2737;Florence Foster Jenkins;37237;19076;2016;-16339
726;65;Romance;58;109;2736;Brown Sugar;6532;27523;2002;-24787
387;61;Comedy;32;97;2734;Attraction animale;21232;20141;2001;-17407
3979;68;Action;38;103;2729;No Escape;62517;1008;2015;1721
29;75;Comedy;79;113;2728;High Fidelity;151511;14636;2000;-11908
2455;67;Crime;43;132;2715;L'élite de Brooklyn;55487;27475;2009;-24760
3116;75;Action;55;172;2711;Cloud Atlas;308048;28870;2012;-26159
345;59;Adventure;20;91;2709;Joe La Crasse;44625;815;2001;1894
417;47;Action;27;104;2705;D'Artagnan;13252;11843;2001;-9138
4526;57;Comedy;41;97;2702;Home Again;8561;24157;2017;-21455
3374;81;Action;75;123;2695;Rush;355874;11774;2013;-9079
2245;40;Horror;24;87;2688;One Missed Call;28135;6593;2008;-3905
1377;44;Action;37;101;2687;xXx²: The Next Level;59483;16991;2005;-14304
1714;64;Comedy;53;103;2687;Stick It;24047;11414;2006;-8727
4182;76;Crime;88;102;2686;Comancheria;140268;24331;2016;-21645
1371;64;Comedy;45;123;2684;Rencontres à Elizabethtown;61527;20701;2005;-18017
4235;56;Action;49;107;2683;Resident Evil: Chapitre final;62002;11121;2016;-8438
4076;60;Comedy;54;101;2682;Ricki and the Flash;18772;11668;2015;-8986
2159;67;Biography;50;115;2681;Deux soeurs pour un roi;90582;25792;2008;-23111
1061;75;Comedy;67;102;2678;Garden State;195121;18983;2004;-16305
3738;67;Drama;29;118;2676;Une seconde chance;52363;7843;2014;-5167
3055;72;Animation;74;63;2669;Winnie l'Ourson;17212;18887;2011;-16218
2190;45;Action;33;75;2664;Super Héros Movie;55923;1697;2008;967
3436;59;Action;35;125;2663;Les âmes vagabondes;99634;16360;2013;-13697
2624;66;Action;60;105;2659;Machete;174605;17679;2010;-15020
4288;48;Horror;34;93;2658;La Forêt;31563;20679;2016;-18021
855;65;Action;34;98;2654;Basic;53237;1167;2003;1487
876;67;Animation;48;86;2648;Sinbad: La légende des sept mers;40376;7068;2003;-4420
91;40;Adventure;15;90;2644;Blair Witch 2: Le Livre des ombres;31873;10706;2000;-8062
3957;66;Action;59;114;2644;Night Run;86517;27898;2015;-25254
2151;68;Action;55;109;2642;Au bout de la nuit;99059;21835;2008;-19193
3233;53;Action;22;91;2641;Recherche bad boys désespérément;36472;14261;2012;-11620
4284;57;Action;38;123;2638;Ben-Hur;33108;15150;2016;-12512
3700;65;Crime;57;114;2631;Balade entre les tombes;96824;16029;2014;-13398
891;34;Comedy;19;85;2628;Dumb & dumberer - quand Harry rencontra Lloyd;32287;28522;2003;-25894
4093;57;Comedy;31;107;2628;Noël chez les Cooper;14610;25299;2015;-22671
2102;79;Drama;81;109;2624;The Wrestler;266458;28037;2008;-25413
875;61;Action;36;109;2618;Un homme à part;40617;9908;2003;-7290
2785;66;Adventure;56;103;2616;Ramona et Beezus;14947;11264;2010;-8648
3707;62;Comedy;36;94;2605;Célibataires... ou presque;84941;1716;2014;889
1312;72;Adventure;71;99;2602;The Descent;170549;4185;2005;-1583
1932;62;Comedy;46;106;2593;Le journal d'une baby-sitter;51417;27929;2007;-25336
2239;52;Horror;37;85;2593;Spirits;28927;8155;2008;-5562
2681;65;Comedy;33;100;2592;Donne-moi ta main;78739;2478;2010;114
575;74;Biography;61;123;2589;Frida;68186;25993;2002;-23404
3253;51;Action;30;101;2589;Alex Cross;29798;8012;2012;-5423
1327;55;Action;36;93;2586;Æon Flux;115158;1053;2005;1533
3472;59;Comedy;34;93;2568;21 & Over;65320;14985;2013;-12417
389;48;Adventure;37;92;2564;Crocodile Dundee III;21006;1937;2001;627
1967;51;Comedy;41;87;2563;Mr. Woodcock;32442;26712;2007;-24149
2568;35;Action;40;83;2562;Dance Movie;10594;3335;2009;-773
2013;59;Comedy;53;99;2561;Nancy Drew;17062;29111;2007;-26550
1838;72;Horror;58;126;2559;The Mist;242805;19596;2007;-17037
3366;80;Drama;90;126;2557;Her;413243;3369;2013;-812
1;85;Mystery;80;113;2554;Memento;942923;23502;2000;-20948
369;59;Drama;36;131;2554;Capitaine Corelli;29690;1092;2001;1462
2214;63;Biography;56;129;2553;W., l'improbable président;42736;29942;2008;-27389
1300;79;Action;74;119;2551;Serenity - L'ultime rébellion;256959;22967;2005;-20416
700;58;Action;34;95;2548;Chasseurs de Primes;10384;13036;2002;-10488
4481;56;Comedy;30;88;2548;Vegas Academy: Coup de Poker pour la Fac;17104;22730;2017;-20182
1383;56;Drama;52;105;2547;Dark Water;53566;5305;2005;-2758
2437;59;Mystery;34;98;2546;Phénomènes paranormaux;66781;27791;2009;-25245
2419;65;Action;52;118;2545;L'enquête - The international;83550;18097;2009;-15552
3642;77;Drama;78;108;2544;Ex Machina;364747;9210;2014;-6666
3652;79;Drama;100;165;2538;Boyhood;296556;22925;2014;-20387
